ID;CO_IES;CO_CURSO;CO_MUNIC_CURSO;CO_UF_CURSO;NU_IDADE;NT_GER;NT_CE;NT_OBJ_FG;NT_OBJ_CE;DS_VT_ESC_OFG;DS_VT_ESC_OCE;DS_VT_ACE_OFG;DS_VT_ACE_OCE;TP_PR_GER;CURSO;REGIAO;TURNO;CATEGORIA_IES;MODALIDADE;SEXO;ESTADO_CIVIL;RACA;MORADIA;FAMILIARES;RENDA;TRABALHO;FAIXA_ETARIA
1534;1185;21475;2927408;29;27;52.2;54.7;50;59.1;CCABEECE;CCCCBDBDBABEDDCACEAEECBBCCB;11010100;9,90108E+26;555;Sistemas de Informação;Nordeste;Noturno;Privada c/ Fins Lucrativos;Presencial;Masculino;Casado;Indigena;Cônjuge e/ou filhos;Um;1,5 a 3 S.M;40h ou +;Entre 25 e 30 Anos
1535;1185;21475;2927408;29;27;64;59.5;87.5;68.2;CCBBCEAE;BDECEEADBBBEBDDCDDEEECDECBC;11111110;9,90118E+26;555;Sistemas de Informação;Nordeste;Noturno;Privada c/ Fins Lucrativos;Presencial;Masculino;Solteiro;Preta;Sozinho;Nenhum;1,5 a 3 S.M;40h ou +;Entre 25 e 30 Anos
1536;1185;21475;2927408;29;26;26.4;15.5;50;18.2;DCABEBAD;DEDADBABEACCEADADECBADBBDEB;1010011;9,90008E+26;555;Sistemas de Informação;Nordeste;Noturno;Privada c/ Fins Lucrativos;Presencial;Feminino;Solteiro;Indigena;Pais e/ou parentes;Três;1,5 a 3 S.M;40h ou +;Entre 25 e 30 Anos
1537;1100;21496;3550308;35;23;34.6;34.7;25;36.4;ABDDDEAC;DAECCECDBBDBCEDCBDBECCCDBAB;110;9,90108E+26;555;Sistemas de Informação;Sudeste;Noturno;Privada s/ Fins Lucrativos;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Dois;1,5 a 3 S.M;40h ou +;Até 24 Anos
1538;1100;21496;3550308;35;22;24.3;20.8;25;22.7;CBDBDBEC;CBDECBCDBCBBDEDECBDCDDECCEB;10010000;9,90008E+26;555;Sistemas de Informação;Sudeste;Noturno;Privada s/ Fins Lucrativos;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Dois;3 a 4,5 S.M;21 a 39 hs;Até 24 Anos
1539;1100;21496;3550308;35;26;34.9;34.8;37.5;40.9;DDCBCBDD;BEDCBEABBDEAEDABDDCECCBECBB;11001;9,90108E+26;555;Sistemas de Informação;Sudeste;Noturno;Privada s/ Fins Lucrativos;Presencial;Feminino;Solteiro;Branca;Pais e/ou parentes;Quatro;1,5 a 3 S.M;Desempregado;Entre 25 e 30 Anos
1540;1100;21496;3550308;35;21;35.3;30.9;37.5;36.4;ADBBBCED;BEDCBCADAAEBCEBBDCABECBECAD;110001;9,90108E+26;555;Sistemas de Informação;Sudeste;Noturno;Privada s/ Fins Lucrativos;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Dois;1,5 a 3 S.M;Desempregado;Até 24 Anos
1541;1100;21496;3550308;35;24;33.4;30.9;37.5;36.4;EDDBCEEC;ABBCBDADDACDDEAADDCEECDDCCA;11100;9,90108E+26;555;Sistemas de Informação;Sudeste;Noturno;Privada s/ Fins Lucrativos;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Quatro;1,5 a 3 S.M;40h ou +;Até 24 Anos
1542;1100;21496;3550308;35;25;44.9;37.8;62.5;40.9;BCDBCEAE;ADECBDADBBCCEEBEDAAEEDCDC*.;1011110;9,90108E+26;555;Sistemas de Informação;Sudeste;Noturno;Privada s/ Fins Lucrativos;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Seis;4,5 a 6 S.M;40h ou +;Entre 25 e 30 Anos
1543;1100;21496;3550308;35;35;42.7;34.8;62.5;40.9;DACBCEAD;BEDCAEABBDEAEDABBBCECCBECBB;11111;9,90108E+26;555;Sistemas de Informação;Sudeste;Noturno;Privada s/ Fins Lucrativos;Presencial;Masculino;Separado/Divorciado;Indigena;Sozinho;Um;1,5 a 3 S.M;40h ou +;Acima de 30 Anos
1544;1100;21496;3550308;35;23;32.5;24.7;50;27.3;BCDBEEAE;CEBDEACDBBAEDEBBDDECABEEDAD;1010110;9,90018E+26;555;Sistemas de Informação;Sudeste;Noturno;Privada s/ Fins Lucrativos;Presencial;Masculino;Solteiro;Indigena;Pais e/ou parentes;Dois;3 a 4,5 S.M;40h ou +;Até 24 Anos
1545;1100;21496;3550308;35;25;38.8;38.7;25;45.5;EBAECDDD;BECAEEADBEBCBDDEDECAAEEECED;1001;9,90018E+26;555;Sistemas de Informação;Sudeste;Noturno;Privada s/ Fins Lucrativos;Presencial;Masculino;Casado;Branca;Cônjuge e/ou filhos;Um;1,5 a 3 S.M;21 a 39 hs;Entre 25 e 30 Anos
1546;585;21600;4205407;42;32;66.4;66.3;75;72.7;CDCBCEAD;CABDECCDBBBEBDEBEEAAECBECCC;10011111;9,90018E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Um;3 a 4,5 S.M;40h ou +;Acima de 30 Anos
1547;585;21600;4205407;42;37;64.2;63.8;87.5;72.7;CBBBCEAD;ABCCEDBDDBEBBDDBCEAEECBECCC;10111111;9,90118E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Casado;Indigena;Cônjuge e/ou filhos;Dois;6 a 10 S.M;21 a 39 hs;Acima de 30 Anos
1548;585;21600;4205407;42;24;42.4;46.3;37.5;50;BCABEEDE;BCADBDAEBBCECAEDDAACBEBDCCC;1010100;9,91008E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Preta;Pais e/ou parentes;Três;10 a 30 S.M;Desempregado;Até 24 Anos
1549;585;21600;4205407;42;26;67.8;63.3;75;63.6;ACABCEAD;CBEECDADCBBEDDEBCEAAACBDCCE;1011111;9,90008E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Outras pessoas;Nenhum;10 a 30 S.M;Até 20 hs;Entre 25 e 30 Anos
1550;585;21600;4205407;42;26;58;56.6;62.5;63.6;CECBCEAE;EECDEEADBBBEBEEBEEAABBBBCCD;10011110;9,90018E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Dois;3 a 4,5 S.M;Eventualmente;Entre 25 e 30 Anos
1551;585;21600;4205407;42;25;50.3;56.1;37.5;63.6;BCADCEEE;CBBDBDBDBBBEDDCBAEADACCDCCC;1001100;9,90008E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Três;Acima de 30 S.M;Desempregado;Entre 25 e 30 Anos
1552;585;21600;4205407;42;39;78.1;83.8;87.5;90.9;DCBBCEAD;CDACEDADBABEDDDBDEAEECBDCCC;1111111;9,91118E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Casado;Branca;Cônjuge e/ou filhos;Dois;6 a 10 S.M;40h ou +;Acima de 30 Anos
1553;585;21600;4205407;42;28;41.9;50.8;25;54.5;...BC...;EBADCDADBAC...DBEEAE...BCCC;11000;9,91008E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Sozinho;Nenhum;3 a 4,5 S.M;21 a 39 hs;Entre 25 e 30 Anos
1554;585;21600;4205407;42;25;59.1;54.7;87.5;59.1;CCBBBEAD;CBADBDBDBEEEDEDABEADECBDCCC;11110111;9,91008E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Dois;10 a 30 S.M;40h ou +;Entre 25 e 30 Anos
1555;585;21600;4205407;42;31;34.7;38.7;37.5;45.5;EBBBEEBA;ACACBCADBCBDBEDEDEACDBCBDAE;110100;9,91108E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Quatro;6 a 10 S.M;Desempregado;Acima de 30 Anos
1556;585;21600;4205407;42;22;54.4;49.7;75;45.5;CCBACAAD;EBACADCBECBECDDCCCCDCCCCCCC;11101011;9,91108E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Dois;6 a 10 S.M;40h ou +;Até 24 Anos
1557;585;21600;4205407;42;25;44.6;35.3;75;31.8;DCBBBEAD;CADCBDCBDCBCCEDBCACADABCCAC;1110111;9,90108E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Sozinho;Nenhum;3 a 4,5 S.M;40h ou +;Entre 25 e 30 Anos
1558;585;21600;4205407;42;23;49.9;50.3;50;50;CAABDECD;CCEDBCBEBBBCDDBABEAECCCECCC;10010101;9,90008E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Sozinho;Nenhum;3 a 4,5 S.M;21 a 39 hs;Até 24 Anos
1559;585;21600;4205407;42;26;54.5;67.7;25;77.3;ABABDECE;DBACEEBDBBBEBBDBBEAEEBBBCCB;10100;9,91118E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Dois;3 a 4,5 S.M;40h ou +;Entre 25 e 30 Anos
1560;585;21600;4205407;42;32;50.3;42.4;75;45.5;CCABCECD;EBECBDADBABCDEBCBEAAEBBECBC;11011101;9,90108E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Quatro;6 a 10 S.M;40h ou +;Acima de 30 Anos
1561;585;21600;4205407;42;26;34.4;34.8;25;40.9;AEBCBDDD;EBACBDDDBACEBBDECEAAADEBBBB;100001;9,91108E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Dois;6 a 10 S.M;21 a 39 hs;Entre 25 e 30 Anos
1562;585;21600;4205407;42;35;74.9;72.5;87.5;81.8;CCBACEAD;ECACBDBDBABEBDDBDEAEDCBBCCC;11101111;9,91108E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Outro;Branca;Cônjuge e/ou filhos;Um;3 a 4,5 S.M;40h ou +;Acima de 30 Anos
1563;585;21600;4205407;42;27;32.7;30.7;25;27.3;BCDADAAA;AADDADDDBBBEBEBCDBCCAECBDBA;1000010;9,90008E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Sozinho;Nenhum;Até 1,5 S.M;Desempregado;Entre 25 e 30 Anos
1564;585;21600;4205407;42;23;34.8;30.8;62.5;31.8;BBCBCEAD;EBECCEADBADAADDCDDAADDACEBD;11111;9,90108E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Cônjuge e/ou filhos;Um;6 a 10 S.M;40h ou +;Até 24 Anos
1565;585;21600;4205407;42;25;33.6;34.8;50;40.9;CDBDCEDA;CCACCDBDEDBDDEDBEECDADBABBC;10101100;9,91108E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Outras pessoas;Nenhum;3 a 4,5 S.M;21 a 39 hs;Entre 25 e 30 Anos
1566;585;21600;4205407;42;25;35.6;32.4;75;36.4;ECBBCECD;EDCCDBADABCDCEBBCCCBACDDBEC;1111101;9,90108E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Dois;Até 1,5 S.M;21 a 39 hs;Entre 25 e 30 Anos
1567;585;21600;4205407;42;29;28.3;27.7;50;27.3;CCBECABC;DEDCBCDCBCDCBCDCDABABABABAC;11101000;9,90108E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Casado;Branca;Cônjuge e/ou filhos;Um;6 a 10 S.M;40h ou +;Entre 25 e 30 Anos
1568;585;21600;4205407;42;22;40.4;46.3;37.5;54.5;BCEBEECE;ABACBDDDBBCEEDDDBEAEEBEECDB;1010100;9,91108E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Feminino;Solteiro;Branca;Sozinho;Nenhum;3 a 4,5 S.M;21 a 39 hs;Até 24 Anos
1569;585;21600;4205407;42;45;57.7;55;62.5;59.1;ECABCEDD;CADCEECDBBCADDEDDEEEECBACCC;1011101;9,90118E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Sozinho;Nenhum;4,5 a 6 S.M;40h ou +;Acima de 30 Anos
1570;585;21600;4205407;42;26;24.7;15.5;62.5;18.2;BBABCEAD;EAAACDCBCEABCDE.EDCBABCDEDC;11111;9,91008E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Indigena;Sozinho;Nenhum;6 a 10 S.M;40h ou +;Entre 25 e 30 Anos
1571;585;21600;4205407;42;25;69;69.3;62.5;72.7;CECBCEDD;BAADEDBDBABEBDDADEBEECBACCC;10011101;9,91018E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Feminino;Solteiro;Branca;Pais e/ou parentes;Três;6 a 10 S.M;21 a 39 hs;Entre 25 e 30 Anos
1572;585;21600;4205407;42;24;54.8;52.1;62.5;54.5;DCCBCEAC;BAACDCCDBCBDCDDBACAAEBCBCCC;1011110;9,91108E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Casado;Branca;Cônjuge e/ou filhos;Um;4,5 a 6 S.M;40h ou +;Até 24 Anos
1573;585;21600;4205407;42;31;45.5;53.2;25;59.1;DAEBCCCE;BDECEDAEBEBCEDEBDEAACBBDCBC;11000;9,90118E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Sozinho;Nenhum;3 a 4,5 S.M;21 a 39 hs;Acima de 30 Anos
1574;585;21600;4205407;42;23;30.7;30.9;50;36.4;DCEBCEBE;CDEDEDADBACBAEEECAABCCAECCE;1011100;9,90018E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Um;1,5 a 3 S.M;21 a 39 hs;Até 24 Anos
1575;585;21600;4205407;42;29;50;56.7;50;59.1;ACAAEEAD;EAACEEBDBBCAEEEDAEAEECEDCCB;1000111;9,91118E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Dois;6 a 10 S.M;40h ou +;Entre 25 e 30 Anos
1576;585;21600;4205407;42;29;27.3;23.2;50;27.3;DCBDCECE;BCDCBDBDBAADBEBCBEEBCEDDEAE;1101100;9,90108E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Quatro;10 a 30 S.M;21 a 39 hs;Entre 25 e 30 Anos
1577;585;21600;4205407;42;55;42.3;40.4;50;45.5;DCBBDECB;CEDCBCABBECAEDBDCEAEDCABCCE;1110100;9,90108E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Separado/Divorciado;Branca;Cônjuge e/ou filhos;Dois;3 a 4,5 S.M;Desempregado;Acima de 30 Anos
1578;585;21600;4205407;42;32;73.4;70.7;87.5;77.3;CCBBEEAD;AACCBDADBBBEAEDBCAAEECBDCCC;11110111;9,90108E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Outras pessoas;Nenhum;6 a 10 S.M;40h ou +;Acima de 30 Anos
1579;585;21600;4205407;42;23;42.2;46.3;50;54.5;ACBBEEEE;AECCBDBDBCBEDDBBDAABDBBBCCC;1110100;9,90108E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Três;10 a 30 S.M;Desempregado;Até 24 Anos
1580;585;21600;4205407;42;22;63.8;63.8;62.5;63.6;BCDBEEAD;EBCDEEBDBAECBDDBDEAEECBACBC;1010111;9,90018E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Sozinho;Nenhum;1,5 a 3 S.M;40h ou +;Até 24 Anos
1581;585;21600;4205407;42;25;51.4;46.2;62.5;45.5;CDCBCEAC;EACDBCBDBDBDBDDBDDDDCCDCCCE;10011110;9,90008E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Dois;4,5 a 6 S.M;21 a 39 hs;Entre 25 e 30 Anos
1582;585;21600;4205407;42;28;53.3;58.6;62.5;63.6;DDBBCEBD;EAACBEADBDBEBE*DDCAEECCACCC;111101;9,91108E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Dois;10 a 30 S.M;21 a 39 hs;Entre 25 e 30 Anos
1583;585;21600;4205407;42;25;55.7;62.3;37.5;63.6;BADBEAAD;EBACCEADBDBECBEACEEEECBDCCB;10011;9,91108E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Dois;3 a 4,5 S.M;40h ou +;Entre 25 e 30 Anos
1584;585;21600;4205407;42;25;47.8;45.5;75;50;CDBBCEBD;EBCDBDBDBABABECCBEADACBECCC;10111101;9,90008E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Três;6 a 10 S.M;40h ou +;Entre 25 e 30 Anos
1585;585;21600;4205407;42;21;38.2;35.9;75;36.4;DCBBCEAE;CCADDEDDBBBEACCDAAECACBBDAE;1111110;9,91008E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Indigena;Pais e/ou parentes;Dois;3 a 4,5 S.M;Desempregado;Até 24 Anos
1586;585;21600;4205407;42;22;64.1;65.7;62.5;77.3;ACABCEBD;AEACEEBDBBBBCDDBDEAACCDDCCC;1011101;9,91118E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Três;6 a 10 S.M;40h ou +;Até 24 Anos
1587;585;21600;4205407;42;30;71.1;70.5;87.5;77.3;CCBBCEAE;EDCCEDADBBBEBBDACEAEECEBCCC;11111110;9,90118E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Casado;Branca;Cônjuge e/ou filhos;Um;10 a 30 S.M;40h ou +;Acima de 30 Anos
1588;585;21600;4205407;42;34;52.2;50.2;75;59.1;BCBBEEAD;EAACCDCBBBBABEDBDEEDDCECCCC;1110111;9,91108E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Casado;Branca;Cônjuge e/ou filhos;Dois;6 a 10 S.M;40h ou +;Acima de 30 Anos
1589;585;21600;4205407;42;22;42.2;46.3;50;54.5;CCBBBBBB;EEADBEDBBECEDDDBBEAAACCECCC;11110000;9,91008E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Dois;6 a 10 S.M;40h ou +;Até 24 Anos
1590;585;21600;4205407;42;25;73.7;72.2;87.5;77.3;CCBBCEAE;EBECEDADBABEBDCBDEAAECDDCCC;11111110;9,90118E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Casado;Branca;Cônjuge e/ou filhos;Um;3 a 4,5 S.M;21 a 39 hs;Entre 25 e 30 Anos
1591;585;21600;4205407;42;23;52.7;60.7;25;68.2;BACBEEBC;EEACEECDBABEADEDAEAEDCDDCDC;10100;9,91118E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Cinco;6 a 10 S.M;Até 20 hs;Até 24 Anos
1592;585;21600;4205407;42;34;65;61.7;87.5;68.2;CEBBCEAD;EBAAEEADBCBEBEDAABADECCDCCC;10111111;9,91018E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Indigena;Cônjuge e/ou filhos;Um;6 a 10 S.M;40h ou +;Acima de 30 Anos
1593;585;21600;4205407;42;27;15.4;15.5;25;18.2;DACBBCCD;ECCDDDCEDCCEDEDECCCAEDEAECC;10001;9,90008E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Dois;3 a 4,5 S.M;Desempregado;Entre 25 e 30 Anos
1594;585;21600;4205407;42;23;23;23.2;37.5;27.3;DCDDAECD;EBCDCDABCCACBAEABEBADBBDCBB;1000101;9,90008E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Quatro;10 a 30 S.M;21 a 39 hs;Até 24 Anos
1595;585;21600;4205407;42;25;44.6;40.2;75;45.5;CE*BCEAD;EEEDBDCDBCBEDEEAAECEACCACCC;10011111;9,90008E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Quatro;10 a 30 S.M;21 a 39 hs;Entre 25 e 30 Anos
1596;585;21600;4205407;42;34;62.8;58.1;100;63.6;CCBBCEAD;CAECEDBDBABEBEDADEAAECCECCC;11111111;9,90118E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Casado;Amarela;Cônjuge e/ou filhos;Um;4,5 a 6 S.M;40h ou +;Acima de 30 Anos
1597;585;21600;4205407;42;26;40.1;32.3;62.5;31.8;EEDBCEAD;EBCBCDBDABBEDEECBBEADCEDCBA;11111;9,90008E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Dois;6 a 10 S.M;21 a 39 hs;Entre 25 e 30 Anos
1598;585;21600;4205407;42;22;52.9;58;62.5;68.2;DCBBCEBE;EBACBECDBBCAAEDADEAEECBDCCC;1111100;9,91108E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Quatro;6 a 10 S.M;Desempregado;Até 24 Anos
1599;585;21600;4205407;42;24;9.2;7.7;12.5;9.1;ECDABBDC;AECDABDAEDADCEBBEBACDEDBAAB;1000000;9,90008E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Um;4,5 a 6 S.M;Até 20 hs;Até 24 Anos
1600;585;21600;4205407;42;35;35.5;34.8;62.5;40.9;ADBBCEAB;CDACDDADDABEABCDABCCBCBEDCB;111110;9,91108E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Sozinho;Nenhum;Até 1,5 S.M;Eventualmente;Acima de 30 Anos
1601;585;21600;4205407;42;27;59.5;66.8;62.5;72.7;EEDBCEAD;EBACEDADBABEDEBBDAAEEBBDCCC;11111;9,91118E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Outras pessoas;Nenhum;10 a 30 S.M;21 a 39 hs;Entre 25 e 30 Anos
1602;585;21600;4205407;42;23;50.9;43.2;87.5;45.5;ACBBCEAD;CBECEDABBCDECBBBDCAACBDECCC;1111111;9,90118E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Outras pessoas;Nenhum;3 a 4,5 S.M;40h ou +;Até 24 Anos
1603;585;21600;4205407;42;25;75;72.7;87.5;77.3;CCBBEEAD;EBADBDCDBCBEBDDBDEAECCBECCC;11110111;9,91008E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Preta;Outras pessoas;Um;10 a 30 S.M;40h ou +;Entre 25 e 30 Anos
1604;585;21600;4205407;42;26;55.8;53.3;62.5;54.5;CCABDEAB;DBAEBEBEBACEAEDBAEAEDCBBCCB;11010110;9,91008E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Três;4,5 a 6 S.M;40h ou +;Entre 25 e 30 Anos
1605;585;21600;4205407;42;30;45.5;39.3;75;40.9;BCABCEAD;EBEDCEBDBDBCDEBCDEAEECDCCBC;1011111;9,90008E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Outras pessoas;Dois;6 a 10 S.M;40h ou +;Acima de 30 Anos
1606;585;21600;4205407;42;24;43.1;44.7;25;45.5;DECBBEDE;EBCDEDBDBDCEBEDCBDAAEBBECCB;10100;9,90018E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Outras pessoas;Um;6 a 10 S.M;Até 20 hs;Até 24 Anos
1607;585;21600;4205407;42;22;26;20.7;25;18.2;CDAADECB;CBADBCEDAEBCABEADCBACDEBCAE;10000100;9,91008E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Feminino;Solteiro;Branca;Pais e/ou parentes;Um;6 a 10 S.M;40h ou +;Até 24 Anos
1608;585;21600;4205407;42;25;48.7;45.2;62.5;45.5;ACDBCEAA;EBEDEDBEBAACEADCCEAEECBECCD;1011110;9,90018E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Dois;3 a 4,5 S.M;40h ou +;Entre 25 e 30 Anos
1609;585;21600;4205407;42;22;74;73;87.5;77.3;ACBBCEAD;EEACECADBDBEBEBABEAEBCBDCBC;1111111;9,91118E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Um;6 a 10 S.M;40h ou +;Até 24 Anos
1610;585;21600;4205407;42;22;42.7;44;25;40.9;CCCCECEE;CBDABCADBCDEEBABBECCBCDBCCA;11000000;9,90008E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Quatro;10 a 30 S.M;Desempregado;Até 24 Anos
1611;585;21600;4205407;42;24;62;61.6;62.5;63.6;BCDBCEBD;CCECBCBDBCBDADDBBAAEDCBDCBC;1011101;9,90108E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Feminino;Solteiro;Branca;Pais e/ou parentes;Três;4,5 a 6 S.M;Desempregado;Até 24 Anos
1612;585;21600;4205407;42;24;53.3;49;75;50;CEBBBEAD;ECEDEDBDBBCCBDBEDEDAACBDCDB;10110111;9,90018E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Feminino;Solteiro;Branca;Pais e/ou parentes;Dois;10 a 30 S.M;Desempregado;Até 24 Anos
1613;585;21600;4205407;42;23;58.4;50.8;87.5;54.5;CCBBCBAD;EEADCDADBCBEDEDBEEEEABDACBC;11111011;9,91008E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Pais e/ou parentes;Dois;1,5 a 3 S.M;40h ou +;Até 24 Anos
1614;585;21600;4205407;42;24;45.6;48.8;25;50;BCCCECAE;BAACCEEDBABECDBBBEEBCEACCBC;1000010;9,91108E+26;555;Sistemas de Informação;Sul;Noturno;Pública Federal;Presencial;Masculino;Solteiro;Branca;Cônjuge e/ou filhos;Um;1,5 a 3 S.M;Desempregado;Até 24 Anos
